id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
513,533,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:29:11,00:48:30,0.30,0.85,317.98,1225.92
514,534,5,Battery terminals cleaned and coated; voltage test passed.,00:24:55,00:53:24,0.69,1.20,159.17,1233.18
515,535,5,Cabin air filter replaced; A/C evaporator spray applied.,00:18:08,00:52:04,1.00,1.16,615.75,777.62
516,536,5,Tire rotation performed; all four corners swapped per pattern.,00:43:10,00:32:58,0.29,1.19,1131.16,808.89
517,537,5,Windshield wiper blades replaced; washer fluid topped up.,00:23:47,00:50:08,0.57,0.71,1179.33,168.25
518,538,5,Cabin air filter replaced; A/C evaporator spray applied.,00:34:39,00:58:16,0.44,0.99,606.49,790.11
519,539,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:40:27,00:41:05,0.62,1.07,589.63,501.60
520,540,5,Engine bay wash and basic undercarriage inspection.,00:36:08,00:56:43,0.68,0.74,160.71,1202.42
521,541,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:42:22,00:36:22,0.85,0.40,414.67,668.36
522,542,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:20:52,00:34:51,0.39,0.99,235.01,649.43
523,543,5,Engine bay wash and basic undercarriage inspection.,00:24:31,00:26:30,0.77,0.51,562.71,494.48
524,544,5,Cabin air filter replaced; A/C evaporator spray applied.,00:32:07,00:54:14,0.81,0.30,645.08,1079.46
525,545,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:29:26,00:37:03,0.62,0.54,1043.94,1476.21
526,546,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:39:00,00:36:39,0.33,1.01,490.74,250.84
527,547,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:43:40,00:59:17,0.99,0.54,256.36,1251.53
528,548,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:28:11,00:39:20,0.56,1.07,535.15,1208.54
529,549,5,Windshield wiper blades replaced; washer fluid topped up.,00:37:39,00:48:51,0.49,1.08,405.14,779.87
530,550,5,Engine bay wash and basic undercarriage inspection.,00:26:04,00:33:20,0.35,0.62,894.25,291.58
531,551,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:43:32,00:33:24,0.92,0.54,892.56,1450.40
532,552,5,Battery terminals cleaned and coated; voltage test passed.,00:22:20,00:59:32,0.47,0.63,988.16,207.53
533,553,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:50,00:20:00,0.86,0.65,1084.99,916.16
534,554,5,Battery terminals cleaned and coated; voltage test passed.,00:40:51,00:30:14,0.48,0.80,1135.43,151.67
535,555,5,Tire rotation performed; all four corners swapped per pattern.,00:35:30,00:47:08,0.70,0.49,1094.19,593.67
536,556,5,Tire rotation performed; all four corners swapped per pattern.,00:19:29,00:43:13,0.97,1.10,627.02,1449.92
537,557,5,Tire rotation performed; all four corners swapped per pattern.,00:21:41,00:23:50,0.79,1.21,1127.37,694.26
538,558,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:25:11,00:39:06,0.43,0.42,1075.96,1227.03
539,559,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:18:25,00:55:10,0.65,1.22,653.96,511.25
540,560,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:34:07,00:51:20,0.89,1.05,824.40,255.88
541,561,5,Windshield wiper blades replaced; washer fluid topped up.,00:39:41,00:28:29,0.52,0.88,256.72,1317.26
542,562,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:19:30,00:56:34,1.00,0.52,124.06,430.05
543,563,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:16:47,00:26:09,0.83,0.65,1039.30,970.19
544,564,5,Cabin air filter replaced; A/C evaporator spray applied.,00:30:44,00:39:15,0.35,0.61,414.78,964.92
545,565,5,Tire rotation performed; all four corners swapped per pattern.,00:20:45,00:46:43,0.97,1.30,780.69,1046.86
546,566,5,Engine bay wash and basic undercarriage inspection.,00:28:41,00:30:17,0.31,1.17,401.80,962.49
547,567,5,Windshield wiper blades replaced; washer fluid topped up.,00:35:49,00:47:20,0.98,1.15,914.13,1055.66
548,568,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:35:16,00:35:44,0.33,0.42,514.19,411.32
549,569,5,Quick oil and filter change — standard 4L synthetic oil used.,00:21:34,00:38:24,0.83,0.87,288.87,1377.56
550,570,5,Battery terminals cleaned and coated; voltage test passed.,00:42:11,00:22:34,0.58,1.10,837.19,115.68
551,571,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:39:19,00:44:03,0.28,1.09,642.58,426.91
552,572,5,Battery terminals cleaned and coated; voltage test passed.,00:23:01,00:23:43,0.84,0.63,924.53,1161.81
553,573,5,Engine bay wash and basic undercarriage inspection.,00:28:23,00:51:15,0.56,0.96,1110.43,608.64
554,574,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:32:52,00:58:36,0.58,0.31,148.99,1180.35
555,575,5,Windshield wiper blades replaced; washer fluid topped up.,00:28:51,00:56:52,0.82,0.35,433.21,946.17
556,576,5,Engine bay wash and basic undercarriage inspection.,00:24:41,00:35:02,0.42,1.19,770.79,1101.30
557,577,5,Tire rotation performed; all four corners swapped per pattern.,00:44:13,00:54:54,0.38,0.51,198.76,494.97
558,578,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:34:34,00:48:47,0.68,0.65,988.54,815.05
559,579,5,Battery terminals cleaned and coated; voltage test passed.,00:37:58,00:35:56,0.94,0.93,213.15,859.31
560,580,5,Engine bay wash and basic undercarriage inspection.,00:31:41,00:58:03,0.80,1.01,1078.99,134.25
561,581,5,Engine bay wash and basic undercarriage inspection.,00:41:00,00:32:40,0.47,0.65,888.16,1279.42
562,582,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:29,00:31:18,0.25,0.42,705.82,505.91
563,583,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:42:03,00:56:13,0.79,1.10,173.77,1248.16
564,584,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:34:52,00:29:24,0.94,0.59,741.25,358.98
565,585,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:36:49,00:24:09,0.87,0.97,348.62,1050.17
566,586,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:41:47,00:55:49,0.28,1.03,280.36,761.29
567,587,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:39,00:41:06,0.55,0.47,195.09,248.54
568,588,5,Quick oil and filter change — standard 4L synthetic oil used.,00:37:08,00:37:58,0.62,0.55,952.60,619.75
569,589,5,Windshield wiper blades replaced; washer fluid topped up.,00:22:46,00:20:12,0.94,0.49,167.74,785.38
570,590,5,Quick oil and filter change — standard 4L synthetic oil used.,00:20:49,00:58:00,0.89,1.23,1133.10,715.87
571,591,5,Windshield wiper blades replaced; washer fluid topped up.,00:19:31,00:22:41,0.26,0.94,1126.94,957.80
572,592,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:26:11,00:25:14,0.85,1.00,610.40,327.13
573,593,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:29:30,00:54:02,0.49,0.92,834.06,1198.10
574,594,5,Tire rotation performed; all four corners swapped per pattern.,00:36:25,00:33:31,0.48,0.65,1198.36,562.06
575,595,5,Quick oil and filter change — standard 4L synthetic oil used.,00:23:09,00:31:58,0.55,0.93,1194.89,256.93
576,596,5,Windshield wiper blades replaced; washer fluid topped up.,00:43:17,00:48:12,0.25,0.55,904.18,817.24
577,597,5,Battery terminals cleaned and coated; voltage test passed.,00:25:02,00:50:49,0.90,0.32,191.78,448.07
578,598,5,Engine bay wash and basic undercarriage inspection.,00:31:39,00:51:14,0.36,0.53,611.85,1227.81
579,599,5,Tire rotation performed; all four corners swapped per pattern.,00:26:09,00:23:53,0.41,1.18,533.80,1327.31
580,600,5,Engine bay wash and basic undercarriage inspection.,00:32:26,00:27:44,0.50,0.49,910.07,604.43
581,601,5,Quick oil and filter change — standard 4L synthetic oil used.,00:40:13,00:53:31,0.59,0.80,827.35,1147.93
582,602,5,Tire rotation performed; all four corners swapped per pattern.,00:30:15,00:59:02,0.62,0.89,489.61,1398.85
583,603,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:21:26,00:33:35,0.32,0.35,917.02,180.83
584,604,5,Tire rotation performed; all four corners swapped per pattern.,00:16:01,00:40:27,0.34,0.59,721.54,655.66
585,605,5,Battery terminals cleaned and coated; voltage test passed.,00:27:21,00:42:55,0.94,0.51,155.77,472.09
586,606,5,Tire rotation performed; all four corners swapped per pattern.,00:38:15,00:46:04,0.95,0.88,1024.77,1373.46
587,607,5,Engine bay wash and basic undercarriage inspection.,00:43:33,00:20:20,0.78,1.11,1172.47,505.32
588,608,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:43:14,00:30:59,0.40,0.61,503.97,1349.23
589,609,5,Cabin air filter replaced; A/C evaporator spray applied.,00:33:41,00:30:33,0.84,0.79,418.04,963.26
590,610,5,Cabin air filter replaced; A/C evaporator spray applied.,00:34:15,00:56:54,0.86,0.93,922.00,212.14
591,611,5,Cabin air filter replaced; A/C evaporator spray applied.,00:28:54,00:43:04,0.54,0.64,311.90,393.91
592,612,5,Battery terminals cleaned and coated; voltage test passed.,00:37:18,00:52:14,0.34,0.71,777.43,251.12
593,613,5,Cabin air filter replaced; A/C evaporator spray applied.,00:22:17,00:54:12,0.25,0.71,1041.85,1109.14
594,614,5,Tire rotation performed; all four corners swapped per pattern.,00:31:24,00:31:27,0.59,1.09,975.97,776.07
595,615,5,Battery terminals cleaned and coated; voltage test passed.,00:39:21,00:38:26,0.82,1.15,610.29,991.83
596,616,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:39:21,00:44:09,0.58,0.47,333.72,847.33
597,617,5,Tire rotation performed; all four corners swapped per pattern.,00:27:35,00:42:24,0.66,0.31,1007.08,1389.00
598,618,5,Tire rotation performed; all four corners swapped per pattern.,00:20:12,00:47:35,0.45,0.72,660.87,490.09
599,619,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:01,00:42:05,0.82,1.19,998.73,127.18
600,620,5,Battery terminals cleaned and coated; voltage test passed.,00:33:07,00:38:56,0.99,0.62,847.42,704.60
601,621,5,Tire rotation performed; all four corners swapped per pattern.,00:40:29,00:38:56,0.82,0.83,1187.01,572.53
602,622,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:44:42,00:45:06,0.80,0.41,547.53,1146.90
603,623,5,Tire rotation performed; all four corners swapped per pattern.,00:33:26,00:52:57,0.84,1.27,633.17,969.05
604,624,5,Windshield wiper blades replaced; washer fluid topped up.,00:17:51,00:32:26,0.93,0.89,419.95,1106.74
605,625,5,Cabin air filter replaced; A/C evaporator spray applied.,00:33:33,00:44:39,0.70,0.35,258.43,407.42
606,626,5,Tire rotation performed; all four corners swapped per pattern.,00:44:50,00:55:04,0.92,0.58,455.11,1083.86
607,627,5,Battery terminals cleaned and coated; voltage test passed.,00:41:59,00:22:13,0.44,0.61,316.35,189.29
608,628,5,Battery terminals cleaned and coated; voltage test passed.,00:17:04,00:34:09,0.54,1.30,1119.12,1134.75
609,629,5,Battery terminals cleaned and coated; voltage test passed.,00:18:27,00:50:04,0.50,0.68,456.08,200.10
610,630,5,Windshield wiper blades replaced; washer fluid topped up.,00:18:29,00:50:16,0.69,0.62,1120.07,1331.12
611,631,5,Cabin air filter replaced; A/C evaporator spray applied.,00:42:21,00:59:20,0.96,0.87,505.62,488.84
612,632,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:22:20,00:47:43,0.79,1.24,389.44,589.35
613,633,5,Engine bay wash and basic undercarriage inspection.,00:36:45,00:34:36,0.36,1.20,371.44,428.75
614,634,5,Quick oil and filter change — standard 4L synthetic oil used.,00:20:12,00:48:14,0.49,0.59,678.51,778.74
615,635,5,Windshield wiper blades replaced; washer fluid topped up.,00:26:14,00:57:35,0.61,0.63,499.18,461.76
616,636,5,Windshield wiper blades replaced; washer fluid topped up.,00:40:27,00:56:17,1.00,0.90,225.10,1272.78
617,637,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:23:03,00:39:15,0.74,0.42,173.98,266.56
618,638,5,Windshield wiper blades replaced; washer fluid topped up.,00:25:29,00:58:35,0.60,0.94,967.32,1293.06
619,639,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:21:38,00:59:45,0.52,0.46,668.76,710.50
620,640,5,Cabin air filter replaced; A/C evaporator spray applied.,00:27:27,00:45:20,0.38,1.26,737.03,673.85
621,641,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:23:13,00:44:59,0.45,0.58,345.55,652.21
622,642,5,Quick oil and filter change — standard 4L synthetic oil used.,00:34:53,00:37:14,0.42,0.45,1108.77,580.85
623,643,5,Windshield wiper blades replaced; washer fluid topped up.,00:37:03,00:25:02,0.77,0.74,832.42,1016.17
624,644,5,Engine bay wash and basic undercarriage inspection.,00:16:11,00:20:30,0.27,1.24,585.75,1485.43
625,645,5,Cabin air filter replaced; A/C evaporator spray applied.,00:44:02,00:37:55,0.25,1.14,334.91,1037.30
626,646,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:15:50,00:58:21,0.87,0.42,929.21,179.24
627,647,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:27:06,00:51:25,0.31,0.36,874.32,480.60
628,648,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:25:17,00:34:06,0.81,0.52,808.37,1467.72
629,649,5,Windshield wiper blades replaced; washer fluid topped up.,00:20:34,00:25:43,0.80,1.12,260.35,1456.28
630,650,5,Tire rotation performed; all four corners swapped per pattern.,00:30:18,00:24:25,0.73,0.74,236.27,1250.55
631,651,5,Cabin air filter replaced; A/C evaporator spray applied.,00:26:13,00:36:53,0.98,0.88,1094.27,786.68
632,652,5,Windshield wiper blades replaced; washer fluid topped up.,00:29:33,00:23:39,0.73,1.03,1133.02,295.98
633,653,5,Cabin air filter replaced; A/C evaporator spray applied.,00:21:37,00:22:29,0.48,1.04,208.02,363.58
634,654,5,Engine bay wash and basic undercarriage inspection.,00:33:16,00:27:27,0.36,0.94,557.97,236.34
635,655,5,Engine bay wash and basic undercarriage inspection.,00:32:30,00:28:32,0.50,1.22,1067.37,871.97
636,656,5,Battery terminals cleaned and coated; voltage test passed.,00:40:38,00:59:19,0.31,0.56,658.37,1355.26
637,657,5,Tire rotation performed; all four corners swapped per pattern.,00:23:00,00:26:16,0.98,0.44,1116.83,1227.59
638,658,5,Engine bay wash and basic undercarriage inspection.,00:39:22,00:58:47,0.39,0.40,172.65,539.11
639,659,5,Quick oil and filter change — standard 4L synthetic oil used.,00:19:14,00:45:13,0.80,0.88,935.02,566.72
640,660,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:33:30,00:44:02,0.95,0.90,605.43,474.68
641,661,5,Tire rotation performed; all four corners swapped per pattern.,00:23:16,00:35:49,0.72,1.20,1026.93,161.21
642,662,5,Cabin air filter replaced; A/C evaporator spray applied.,00:21:47,00:41:45,0.48,0.77,867.76,1200.05
643,663,5,Tire rotation performed; all four corners swapped per pattern.,00:27:43,00:52:27,0.87,1.18,286.20,686.75
644,664,5,Battery terminals cleaned and coated; voltage test passed.,00:29:45,00:34:35,0.42,0.79,128.77,1116.05
645,665,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:30:27,00:53:05,0.74,0.74,438.05,175.78
646,666,5,Quick oil and filter change — standard 4L synthetic oil used.,00:38:08,00:33:52,0.29,0.91,237.98,1278.61
647,667,5,Quick oil and filter change — standard 4L synthetic oil used.,00:18:30,00:54:00,0.61,1.20,592.22,749.42
648,668,5,Cabin air filter replaced; A/C evaporator spray applied.,00:44:37,00:28:47,0.64,0.37,109.33,1108.47
649,669,5,Battery terminals cleaned and coated; voltage test passed.,00:43:55,00:38:59,0.35,1.08,871.30,1495.12
650,670,5,Engine bay wash and basic undercarriage inspection.,00:23:02,00:36:10,0.85,0.95,1143.94,1026.76
651,671,5,Engine bay wash and basic undercarriage inspection.,00:43:27,00:26:26,0.45,1.14,994.93,794.45
652,672,5,Cabin air filter replaced; A/C evaporator spray applied.,00:23:34,00:42:52,0.25,0.49,382.03,1392.51
653,673,5,Tire rotation performed; all four corners swapped per pattern.,00:18:02,00:32:25,0.91,0.42,1139.52,658.30
654,674,5,Quick oil and filter change — standard 4L synthetic oil used.,00:29:14,00:24:15,0.97,0.91,268.23,1020.16
655,675,5,Battery terminals cleaned and coated; voltage test passed.,00:43:51,00:43:58,0.54,0.73,975.51,763.32
656,676,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:32:13,00:29:44,0.60,0.44,1030.41,579.89
657,677,5,Quick oil and filter change — standard 4L synthetic oil used.,00:24:17,00:57:38,0.53,0.46,792.48,1074.87
658,678,5,Battery terminals cleaned and coated; voltage test passed.,00:44:59,00:46:21,0.99,0.34,265.15,194.81
659,679,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:23:23,00:24:30,0.44,0.75,1174.08,105.42
660,680,5,Battery terminals cleaned and coated; voltage test passed.,00:33:29,00:43:36,0.85,0.86,652.78,1094.78
661,681,5,Tire rotation performed; all four corners swapped per pattern.,00:35:35,00:56:59,0.75,0.43,1176.28,664.09
662,682,5,Windshield wiper blades replaced; washer fluid topped up.,00:36:25,00:52:50,0.37,0.59,732.92,1029.34
663,683,5,Windshield wiper blades replaced; washer fluid topped up.,00:28:15,00:48:54,0.40,1.23,363.22,295.02
664,684,5,Cabin air filter replaced; A/C evaporator spray applied.,00:42:05,00:51:45,0.45,0.49,989.46,1444.61
665,685,5,Tire rotation performed; all four corners swapped per pattern.,00:21:55,00:44:51,0.29,0.56,1063.20,1345.09
666,686,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:37,00:40:52,0.25,0.71,968.81,297.68
667,687,5,Tire rotation performed; all four corners swapped per pattern.,00:15:31,00:31:44,0.33,0.64,352.99,150.29
668,688,5,Engine bay wash and basic undercarriage inspection.,00:44:10,00:29:04,0.42,0.36,892.98,318.26
669,689,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:23:33,00:59:37,0.28,0.77,588.84,588.66
670,690,5,Engine bay wash and basic undercarriage inspection.,00:33:00,00:34:14,0.59,0.75,193.23,309.45
671,691,5,Engine bay wash and basic undercarriage inspection.,00:19:23,00:44:21,0.51,0.50,802.47,608.00
672,692,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:40:29,00:27:09,0.59,1.18,1043.72,152.04
673,693,5,Windshield wiper blades replaced; washer fluid topped up.,00:36:45,00:57:54,0.70,0.55,302.68,1425.85
674,694,5,Cabin air filter replaced; A/C evaporator spray applied.,00:37:44,00:52:31,0.49,0.52,719.37,1177.93
675,695,5,Cabin air filter replaced; A/C evaporator spray applied.,00:42:10,00:55:51,0.77,1.05,1071.87,1010.93
676,696,5,Windshield wiper blades replaced; washer fluid topped up.,00:39:45,00:57:17,0.31,1.04,1094.90,584.69
677,697,5,Cabin air filter replaced; A/C evaporator spray applied.,00:36:59,00:50:25,0.67,0.60,1126.55,215.10
678,698,5,Cabin air filter replaced; A/C evaporator spray applied.,00:30:53,00:59:41,0.84,0.76,505.29,1223.08
679,699,5,Engine bay wash and basic undercarriage inspection.,00:40:41,00:31:22,0.49,1.28,327.06,274.55
680,700,5,Cabin air filter replaced; A/C evaporator spray applied.,00:20:11,00:27:08,0.27,0.67,162.27,751.76
681,701,5,Tire rotation performed; all four corners swapped per pattern.,00:41:06,00:32:55,0.98,1.04,244.19,761.17
682,702,5,Tire rotation performed; all four corners swapped per pattern.,00:22:21,00:29:39,0.32,1.09,675.75,875.99
683,703,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:39:57,00:47:23,0.92,1.03,1016.51,1355.99
684,704,5,Quick oil and filter change — standard 4L synthetic oil used.,00:19:05,00:32:27,0.60,0.34,821.76,799.09
685,705,5,Windshield wiper blades replaced; washer fluid topped up.,00:29:29,00:50:36,1.00,0.98,1106.21,903.20
686,706,5,Battery terminals cleaned and coated; voltage test passed.,00:25:30,00:56:56,0.41,0.45,824.50,1061.72
687,707,5,Battery terminals cleaned and coated; voltage test passed.,00:18:49,00:43:27,0.38,0.36,993.05,927.89
688,708,5,Tire rotation performed; all four corners swapped per pattern.,00:28:35,00:45:18,0.50,0.46,448.56,898.41
689,709,5,Battery terminals cleaned and coated; voltage test passed.,00:26:29,00:59:19,0.72,1.19,377.12,623.77
690,710,5,Engine bay wash and basic undercarriage inspection.,00:34:18,00:59:51,0.71,0.79,548.56,1235.41
691,711,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:30:37,00:51:15,0.37,0.94,562.65,397.61
692,712,5,Engine bay wash and basic undercarriage inspection.,00:35:54,00:50:56,0.78,1.16,948.49,1193.76
693,713,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:40:31,00:23:47,0.65,0.49,914.59,306.29
694,714,5,Cabin air filter replaced; A/C evaporator spray applied.,00:20:00,00:30:21,0.40,0.71,751.33,1325.39
695,715,5,Cabin air filter replaced; A/C evaporator spray applied.,00:20:26,00:21:50,0.51,0.63,931.34,948.98
696,716,5,Tire rotation performed; all four corners swapped per pattern.,00:28:47,00:41:30,0.28,0.57,173.07,987.86
697,717,5,Engine bay wash and basic undercarriage inspection.,00:19:21,00:43:32,0.79,0.97,670.75,1087.48
698,718,5,Engine bay wash and basic undercarriage inspection.,00:19:55,00:32:48,0.55,0.59,126.55,731.18
699,719,5,Quick oil and filter change — standard 4L synthetic oil used.,00:27:13,00:26:44,0.54,1.12,743.83,274.27
700,720,5,Cabin air filter replaced; A/C evaporator spray applied.,00:32:34,00:43:35,0.65,0.72,842.00,895.96
701,721,5,Cabin air filter replaced; A/C evaporator spray applied.,00:25:57,00:56:52,0.30,0.34,634.98,678.49
702,722,5,Quick oil and filter change — standard 4L synthetic oil used.,00:15:10,00:56:32,0.30,0.49,1028.10,1278.26
703,723,5,Battery terminals cleaned and coated; voltage test passed.,00:41:10,00:20:04,0.26,0.61,177.16,1155.38
704,724,5,Battery terminals cleaned and coated; voltage test passed.,00:44:53,00:42:58,0.94,1.07,467.63,374.97
705,725,5,Quick oil and filter change — standard 4L synthetic oil used.,00:33:30,00:57:25,0.44,0.32,391.51,629.00
706,726,5,Battery terminals cleaned and coated; voltage test passed.,00:35:10,00:51:00,0.29,0.71,992.65,142.95
707,727,5,Engine bay wash and basic undercarriage inspection.,00:33:21,00:21:21,0.55,0.52,891.67,776.45
708,728,5,Engine bay wash and basic undercarriage inspection.,00:31:18,00:30:23,0.92,0.66,479.59,978.80
709,729,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:17:30,00:34:11,0.31,1.12,289.44,303.56
710,730,5,Tire rotation performed; all four corners swapped per pattern.,00:41:36,00:23:48,0.99,0.66,809.99,182.34
711,731,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:40:36,00:40:44,0.74,0.81,862.93,1198.20
712,732,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:16:08,00:21:50,0.96,1.12,862.78,421.69
713,733,5,Quick oil and filter change — standard 4L synthetic oil used.,00:26:58,00:52:01,0.49,0.34,161.46,527.09
714,734,5,Windshield wiper blades replaced; washer fluid topped up.,00:28:36,00:42:56,0.26,1.15,897.79,509.34
715,735,5,Quick oil and filter change — standard 4L synthetic oil used.,00:35:10,00:55:01,0.71,1.14,1111.19,474.77
716,736,5,Engine bay wash and basic undercarriage inspection.,00:21:16,00:37:20,0.81,1.00,927.45,1438.47
717,737,5,Battery terminals cleaned and coated; voltage test passed.,00:38:13,00:54:26,0.41,1.06,677.38,473.59
718,738,5,Battery terminals cleaned and coated; voltage test passed.,00:41:34,00:24:33,0.68,0.82,952.92,1022.72
719,739,5,Cabin air filter replaced; A/C evaporator spray applied.,00:42:47,00:33:55,0.86,1.07,1025.50,1023.96
720,740,5,Engine bay wash and basic undercarriage inspection.,00:40:58,00:40:47,0.45,1.10,249.09,892.38
721,741,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:15:39,00:32:43,0.53,0.42,525.03,338.79
722,742,5,Quick oil and filter change — standard 4L synthetic oil used.,00:25:55,00:39:55,0.28,0.39,608.42,593.40
723,743,5,Battery terminals cleaned and coated; voltage test passed.,00:25:19,00:31:29,0.44,1.27,523.09,503.06
724,744,5,Battery terminals cleaned and coated; voltage test passed.,00:35:01,00:24:47,0.49,0.88,752.93,610.26
725,745,5,Engine bay wash and basic undercarriage inspection.,00:27:40,00:50:42,0.34,1.22,524.33,509.60
726,746,5,Battery terminals cleaned and coated; voltage test passed.,00:23:56,00:58:16,0.40,0.70,782.52,1110.19
727,747,5,Battery terminals cleaned and coated; voltage test passed.,00:18:13,00:59:29,0.59,0.84,142.47,853.65
728,748,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:37:50,00:20:07,0.69,1.10,198.55,921.63
729,749,5,Windshield wiper blades replaced; washer fluid topped up.,00:42:53,00:56:55,0.26,1.23,810.24,691.04
730,750,5,Windshield wiper blades replaced; washer fluid topped up.,00:21:19,00:59:41,0.40,0.77,1175.90,1456.38
731,751,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:39:36,00:52:20,0.98,0.56,790.29,1135.64
732,752,5,Quick oil and filter change — standard 4L synthetic oil used.,00:22:05,00:47:12,0.72,0.37,888.73,699.42
733,753,5,Quick oil and filter change — standard 4L synthetic oil used.,00:29:46,00:38:17,0.50,0.79,177.96,727.51
734,754,5,Quick oil and filter change — standard 4L synthetic oil used.,00:25:19,00:21:00,0.72,0.38,241.31,712.65
735,755,5,Tire rotation performed; all four corners swapped per pattern.,00:29:47,00:29:20,0.69,0.35,853.51,511.23
736,756,5,Battery terminals cleaned and coated; voltage test passed.,00:16:16,00:47:00,0.54,0.34,965.68,608.98
737,757,5,Battery terminals cleaned and coated; voltage test passed.,00:29:35,00:26:20,0.52,0.88,718.65,1015.76
738,758,5,Engine bay wash and basic undercarriage inspection.,00:37:49,00:21:54,0.44,0.87,946.19,1175.50
739,759,5,Windshield wiper blades replaced; washer fluid topped up.,00:22:26,00:43:37,0.25,1.19,552.16,1472.45
740,760,5,Engine bay wash and basic undercarriage inspection.,00:32:20,00:57:37,0.89,1.26,666.86,956.29
741,761,5,Engine bay wash and basic undercarriage inspection.,00:15:20,00:40:18,0.47,0.62,412.96,260.29
742,762,5,Windshield wiper blades replaced; washer fluid topped up.,00:21:09,00:20:53,0.84,0.67,838.09,1258.85
743,763,5,Quick oil and filter change — standard 4L synthetic oil used.,00:33:55,00:28:07,0.55,1.22,593.83,1145.61
744,764,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:28:12,00:51:31,0.76,0.76,686.86,1215.76
745,765,5,Battery terminals cleaned and coated; voltage test passed.,00:30:31,00:49:31,0.75,0.77,788.76,1044.43
746,766,5,Quick oil and filter change — standard 4L synthetic oil used.,00:41:57,00:54:02,0.85,0.52,1117.18,481.56
747,767,5,Tire pressure adjusted to manufacturer spec; tread depth recorded.,00:26:09,00:33:11,0.33,1.10,1040.66,1295.48
748,768,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:20:03,00:35:03,0.59,0.92,1098.71,1491.12
749,769,5,Battery terminals cleaned and coated; voltage test passed.,00:27:33,00:53:56,0.88,0.38,423.09,855.44
750,770,5,Engine bay wash and basic undercarriage inspection.,00:39:34,00:25:49,0.96,0.93,395.55,793.68
751,771,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:17:48,00:51:55,0.42,0.55,570.07,294.56
752,772,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:17:51,00:56:47,0.39,0.33,1159.21,1006.10
